,labels,responses
316,SARCASM,I know . Shocking right ? accusing us of being close minded xenophobes while systematically abusing us ...
317,SARCASM,you jump in to a convo to police other people's opinions about tv ?
318,SARCASM,because that's what Obama told everyone __ but now u blame the republicans - that's rich w / #history
319,SARCASM,"Whoa , slow down ... Is this why my internet is slow , you're hogging it all up"
320,SARCASM,She ironically is in REHAB ! ! ! you cruel frien
321,SARCASM,or that they want to replace Flynn with a man who plead guilty for mishandling classified docs #hypocrisy #meets
322,SARCASM,Virgin airlines don't help but then neither do the Tory Party
323,SARCASM,"Are you really that ignorant ? SMH Interesting too that you're calling the church a liar when in fact you support a WH guy who has lied over 15,000 times since setting foot in the WH . Talk about and #Idiocracy and a convoluted sense of no values ."
324,SARCASM,     Sick burn I think I'll stick to mocking Trump cultist sheep . It's more fun .
325,SARCASM,The is that #TheDemocrats do not realize that by embracing #LiberalFascism they are signing their own #Death ...
326,SARCASM,Hey Hey Hey the candidates shouldn't be talking abt facts ! !
327,SARCASM,Rallied ? Only pointed out the of inequality & reversed glass ceilings
328,SARCASM,: I just tweeted the prior note & a Home Away commercial comes on . __
329,SARCASM,It's funny because a fb page with FDR's picture is reacting to internment camp threats
330,SARCASM,"Is as Much a Hysterical , Reactionary Idiot as Any Democrat of the 19th Century #GOP #PartyOfLincoln #Democrats Enjoy [: - )"
331,SARCASM,aw cheers . Yes . I am way more humble than all those other bastards .
332,SARCASM,"If you cared about truth , you would have never sent this tweet . That's what's so amusing about it . #hypocrisy"
333,SARCASM,and what would a Big Issue seller have against socialism and empathy ?
334,SARCASM,"Everyone , Scott included the laughing emoji with tears , clearly he didn't really mean what he wrote #passiveaggressive #keyboardwarrior"
335,SARCASM,"Judging by your grammar , your own English is very poor . "" don't betrayed """
336,SARCASM,please read your own tweet back to yourself ... really slowly . repeat until you have urge to bang head on desk
337,SARCASM,"Update : It's "" just "" a broken user profile . Bad news : the "" create new user "" option is one of the things that doesn't work . Good news : I'd created an account for my daughter years ago ; logged in with that and everything works great . Now , to get my profile fixed / replaced ..."
338,SARCASM,"The speech was about giving up access to yr biggest market , which TM says is good for UK , bad for Scotland"
339,SARCASM,Don't tell lies on the man now lol he beat a corpse I mean a man in his 3rd pro fight who was 14-3- 1 which turns out to be the best opponent statistically he's fought to date
340,SARCASM,"Of course , it's still possible for the referendum to take place on 23 April , the 97th anniversary of parliament's foundation"
341,SARCASM,But but but Hillary used a private email server & took money 4 speeches #DrainTheSwamp
342,SARCASM,"You're so brainwashed and hateful , yet you talk about "" knowledge . "" "
343,SARCASM,"So their "" leaks "" make them patriots ? Cool , so now by default , wikileaks is the paradigm of patriotism"
344,SARCASM,"What is this unpatriotic attitude ? Trump will make America great Again - no need to "" save "" GOP !"
345,SARCASM,those who themselves cant understand r calling others ' jackasses '
346,SARCASM,But Brum is handier for me than London ! Can stay over with UKIP dad !
347,SARCASM,.  Says the Naxalite - in - Chief of India ... Comrade  just killed itself _
348,SARCASM,"Haha , bureaucrats says the former D . C . Duncan mouthpiece Bureaucrat oh the"
349,SARCASM,"your candidate , like your show , is a loser . BTW , YOU put Trump in the WH by goading him  the correspondence dinner ."
350,SARCASM,"or how about they are substantiated claims , looks like Trump is the one under investigation now ."
351,SARCASM,Uff ... I am so releaved . I thought we might have real problems . So here we just need some more preventive policing and putting all left wing green antifa weirdos away . That should do the trick and everything is back to normal . Right ?
352,SARCASM,""" I honestly thought Brits are more educated lol , most no nothing aside football and brexit "" You mean , "" Most * know * nothing ... "" #Educated #GoBackToSchool"
353,SARCASM,"Moronic #flatderper refers to actual intelligent people as "" retarded """
354,SARCASM,bro heard of butterfly effect ? Btw the tweet was a joke . Chill man .
355,SARCASM,if #brexit was a protest vote against the establishment why is it that the deepest established of all are getting to it do their way
356,SARCASM,"And the award for "" I don't get goes to ... """
357,SARCASM,"But it's all due to Obama ... the man who couldn't envision these outcomes - by his own admission - SOMEHOW stumbled upon the policies that are producing these results , according to the left ."
358,SARCASM,I didn't have enough characters left to add lol .
359,SARCASM,"And while they're at it , Teachers should also split themselves in two so they can monitor and provide support to both groups at the same time ... or you know ... support our school , give them the money they need to hire teachers , and increase infrastructure . #ableg"
360,SARCASM,No one should be attacked for their views except for the liberals that you scorn .
361,SARCASM,Thanks for the like . Seems my original tweet has been removed :-( Not so charitable .
362,SARCASM,says the person touting PhD but can't spell and lacks critical thinking skills !
363,SARCASM,"Theresa May wasn't elected , 75 % didn't vote for them , and 29 Tories being investigated for #ToryElectionFraud"
364,SARCASM,"Ben Carson - can't tell apart a tomb from a silo , becomes the US Secretary of Housing and Urban Development"
365,SARCASM,"I agree . User ratings - numbers - are a shambles . I sent an email to you ( on my new phone , so not sure it even went through ) #possibly"
366,SARCASM,Wow !  social team is just amazing ! So responsive to their customers ! Really makes me want to go out and spend another $ 700 on a suitcase that may or may not make it all the way to my destination in one piece .   ‍  ️ #missedopportunities #wtf
367,SARCASM,"thats true . Unfortunately , Devs are not taught empathy . We like to take fast gains in short-term and big loss in long ."
368,SARCASM,"You seem like someone who doesn't smile enough , especially when told to do so ."
369,SARCASM,Great ! Now I can watch sky cast version #Neat
370,SARCASM,but u did read it and bothered tweeting about it _
371,SARCASM,"You call others racist & demean their intelligence , yet spew anti-black rhetoric while not understanding basic math ."
372,SARCASM,LMAO . Now use that pseudo-logic on Trump's refusal to cooperate with myriad investigations ...
373,SARCASM,"Gee ... and all under the leadership of the deceitful , secretive , Machiavellian I wish he was back !"
374,SARCASM,"yes , keep running it till you get the answer you want . Oh , wait ... #brexitshambles"
375,SARCASM,"Love how you write about the coup in your article but don't mention the electoral fraud . Are you trying to report the truth or just what is convenient to you ? #ThereWasNoCoup , a power greedy autocrat was overthrown ."
376,SARCASM,"So , if this were actually Avengers Endgame , you're all on the side that LOST .   "
377,SARCASM,"So the premiere symbol of Nazi engineering , the Volkswagen , has become the target of people that love Nazi Germany ? "
378,SARCASM,1 . I know in #AltReality speaking unflattering / inconvenient #truth about #TeamTrump = hate but is ...
379,SARCASM,"the youtuber in question's channel is literally "" here's this place I went to , and some interesting facts about it . """
380,SARCASM,and Countries w / o taxes and regulations & infrastructure r likely to solicit travel bans
381,SARCASM,But why call him up to the big club ? ?
382,SARCASM,Hey don't tell me what makes a fascist . You fascist ! ;)
383,SARCASM,calling others gullible when you believed Trump would drain the swamp and build a wall .
384,SARCASM,it's discipline for Alexis being selfish and making it all about him
385,SARCASM,"think so , Australia has a similar program as well I believe , like the one the Ont Teacher's pension fund invested in"
386,SARCASM,"I love the fact that your Profile Photo is #OrsonWelles a self proclaimed "" Progressive Leftist "" _"
387,SARCASM,we could have 55 points when we go to castle greyskull
388,SARCASM,The guy who repeatedly said the election was rigged objects to a recount to see if it was rigged .
389,SARCASM,"Oh , Tom , with all due ( and more importantly , earned ) respect , ."
390,SARCASM,You actually tweeted this nonsense and spoke of backward people 
391,SARCASM,taken too much time pointing out in the play and should focus on of #trump asking for civility
392,SARCASM,.     Your blind belief in every word Trump speaks is the definition of #sheep
393,SARCASM,"Research would have proven Fred to be either A ) incapable of googling , or B ) spreading falsehoods on purpose ."
394,SARCASM,"I am sure the news will be full of huge crowds at the doors , and people fighting over the latest Gizmo ..."
